HIP,RAhms,DEdms,Vmag,Plx,SpType,BV
101306,20 32 03.19,-23 32 52.0,10.38,-0.1,,0.841
101334,20 32 17.75,-43 06 46.0,10.34,13.82,G8IV/V,0.86
101352,20 32 26.24,-10 00 30.1,10.15,10.08,,0.767
101356,20 32 31.54,+00 35 07.3,10.99,7.73,A9.5,0.264
101364,20 32 40.96,+41 14 29.3,11.4,-0.6,B5,3.01
101365,20 32 41.42,+06 55 40.8,10.05,2.32,G,1.1
101369,20 32 43.07,+19 31 38.6,11.63,10.11,K3,0.88
101400,20 33 00.68,+01 28 04.4,10.72,5.53,M0,1.79
101402,20 33 01.86,+28 51 21.4,10.29,0.23,F2,0.402
101419,20 33 10.74,+41 15 08.3,10.78,2.48,O5e,1.825
101453,20 33 42.18,-05 38 49.2,13.22,12.96,,
101455,20 33 42.78,-32 03 05.5,10.23,-1.42,G2,0.816
101461,20 33 45.61,-46 12 19.4,11.88,22.27,M0,1.4
101478,20 33 55.90,-35 33 53.4,10.74,5.72,F5,0.435
101480,20 33 56.14,-74 32 40.1,10.07,2.97,A1V,0.09
101491,20 34 01.64,+36 29 22.0,10.51,4.34,A0,0.53
101495,20 34 04.61,+05 08 29.8,10.71,1.6,M0,1.3330000000000002
101504,20 34 09.52,-47 34 58.8,10.07,10.45,G8IV/V,0.76
101516,20 34 22.14,+25 03 54.7,11.53,67.65,DA,-0.09699999999999999
101519,20 34 22.92,+28 21 41.4,10.44,-1.68,G8,0.75
101521,20 34 23.05,-00 28 13.6,10.78,4.25,,
101535,20 34 40.74,-43 37 04.5,10.24,8.1,G1V,0.635
101540,20 34 42.86,+03 20 55.5,11.96,32.22,M:,1.45
101541,20 34 43.59,-02 41 43.8,10.02,1.58,B8,0.13699999999999998
101545,20 34 44.90,-72 36 55.2,10.77,2.54,,0.41100000000000003
101549,20 34 46.16,-33 55 21.6,10.14,27.6,,0.95
101573,20 35 07.18,+07 43 07.1,10.56,5.33,M0,1.584
101574,20 35 07.50,-51 08 52.0,12.14,43.51,M3,1.44
101593,20 35 21.78,+64 58 19.3,10.08,30.53,M0,1.18
101613,20 35 37.93,+65 41 47.0,10.06,16.19,G5,0.747
101639,20 36 05.67,+01 01 46.1,10.16,-1.94,M2,1.746
101644,20 36 14.39,+08 14 35.7,10.12,0.27,K7,1.4609999999999999
101655,20 36 22.41,-52 19 11.9,10.11,7.64,G5V,0.725
101656,20 36 22.85,-32 36 40.1,10.41,-0.32,G0,0.557
101662,20 36 25.23,-76 14 18.2,10.1,1.49,F0IV,0.28
101670,20 36 28.84,+63 24 19.5,10.18,6.74,,0.648
101686,20 36 40.51,+04 04 11.0,10.33,1.88,M1,1.4369999999999998
101704,20 36 53.32,-16 45 53.4,10.3,14.23,,1.186
101712,20 37 01.46,-50 19 07.5,10.31,5.99,F8,0.52
101731,20 37 13.89,-62 33 43.0,10.09,7.34,G8/K0IV/V,0.705
101737,20 37 15.32,-40 36 59.5,10.38,1.5,F0V,0.309
101740,20 37 15.95,-16 33 57.7,10.52,1.65,,0.84
101743,20 37 16.98,+23 53 43.2,11.79,1.04,A2,0.187
101777,20 37 37.63,+35 58 31.1,10.62,4.37,F2,0.44799999999999995
101802,20 37 49.96,+02 01 03.2,10.44,-1.49,M1,1.561
101814,20 37 58.56,+77 14 03.9,10.25,16.22,K0,0.743
101844,20 38 19.42,-55 36 19.0,11.36,31.24,M0,1.42
101846,20 38 19.90,-52 21 38.3,10.05,26.85,K5V,1.143
101856,20 38 24.43,+06 43 32.3,11.7,29.12,K7V:,1.4569999999999999
101880,20 38 42.58,-43 43 49.6,10.21,16.73,K5,0.9359999999999999
101885,20 38 48.19,-38 26 37.7,10.32,1.61,F8,0.513
101910,20 39 05.37,+14 47 55.1,10.52,15.09,,0.871
101933,20 39 22.90,+11 42 45.0,11.78,28.56,,
101937,20 39 26.17,+05 14 38.5,10.79,-0.58,M0,1.153
101940,20 39 27.31,+73 48 33.2,10.08,7.71,G0,0.698
101942,20 39 29.93,-22 29 45.2,11.69,15.89,,
101956,20 39 37.41,-10 34 16.2,10.71,2.01,,0.61
101961,20 39 43.14,-42 50 24.9,10.3,6.4,G0,0.609
101977,20 39 57.31,-43 36 22.9,10.07,3.17,F3V,0.456
101985,20 40 02.99,-28 47 31.2,10.22,-1.45,M4e,1.5
101989,20 40 07.79,+41 15 10.0,10.6,13.41,,0.743
101991,20 40 09.12,-00 52 15.2,11.42,9.8,K5IV-Vvar,
101999,20 40 12.52,-15 22 29.7,10.56,9.56,,1.004
102022,20 40 27.80,+01 35 18.6,10.21,13.14,G5,0.665
102025,20 40 30.49,-30 03 07.0,10.06,22.36,K3V,1.095
102088,20 41 21.55,+52 35 15.2,10.31,-0.34,WNs...,0.5539999999999999
102101,20 41 28.06,+57 25 45.5,10.27,41.74,M0,1.36
102102,20 41 28.88,-48 12 38.8,10.2,3.74,F5,0.49
102111,20 41 34.67,+59 59 11.9,10.48,2.79,A2,0.489
102115,20 41 40.65,-05 29 34.8,10.53,35.83,M1V:,1.318
102132,20 41 46.01,+12 31 19.7,10.7,-3.12,,0.9229999999999999
102141,20 41 50.97,-32 26 03.6,10.27,97.8,Mpe,1.55
102159,20 41 59.53,-54 00 22.6,11.71,14.47,,1.8
102172,20 42 10.12,+08 37 13.7,11.06,-3.56,K7,1.485
102190,20 42 20.35,+19 09 39.4,12.31,-8.0,pec(NOVA),
102191,20 42 20.42,-47 41 29.7,10.2,4.47,F5V,0.46299999999999997
102204,20 42 30.05,-41 13 34.6,10.18,9.35,G5V,0.57
102207,20 42 34.53,-20 04 35.1,12.38,47.39,DAw,-0.19899999999999998
102235,20 42 56.78,-18 54 58.6,10.8,50.17,M1:,1.45
102237,20 43 00.11,+35 29 53.3,11.41,21.86,M3V:,1.381
102238,20 43 00.26,+26 48 35.9,10.79,16.81,K3,1.083
102247,20 43 05.30,-46 46 25.7,10.18,4.88,F5V,0.629
102248,20 43 05.75,+52 21 38.8,10.12,1.79,A0,0.45
102260,20 43 14.02,-43 18 36.5,10.19,2.7,F0V,0.294
102262,20 43 14.77,+00 45 42.9,10.2,3.93,F8,0.43700000000000006
102263,20 43 14.95,-44 04 52.2,10.32,10.65,G2V:,0.63
102300,20 43 40.95,+64 16 55.0,11.87,46.11,M0,1.9969999999999999
102301,20 43 41.12,-00 10 43.8,11.46,38.38,,1.449
102307,20 43 44.50,-42 02 54.1,10.27,9.16,G1V,0.5579999999999999
102308,20 43 45.37,-36 34 36.6,10.2,8.52,G2,0.649
102346,20 44 12.91,+21 54 25.6,10.09,12.14,K2,0.76
102348,20 44 13.92,-77 59 16.4,10.03,6.24,G1/G2V,0.6809999999999999
102349,20 44 14.50,-49 05 10.4,10.03,3.87,F6V,0.563
102352,20 44 16.49,+05 58 58.8,12.39,-0.81,K7,1.335
102357,20 44 21.95,+19 45 04.1,10.29,50.18,M2,1.4569999999999999
102361,20 44 25.35,+17 41 50.3,10.36,2.7,F5,0.44299999999999995
102382,20 44 43.09,+29 43 20.3,10.48,-0.33,K0,1.122
102394,20 44 57.17,-03 33 29.3,10.43,20.89,,1.101
102399,20 45 01.57,-39 29 03.5,10.44,15.8,,0.9990000000000001
102401,20 45 03.74,+44 29 54.3,10.79,80.01,M3,1.4909999999999999
102416,20 45 13.45,+60 19 35.8,10.52,6.52,,0.642
102447,20 45 34.54,-14 31 15.0,10.72,-0.92,,0.993
102465,20 45 48.73,-49 20 05.0,13.51,-2.2,,
102467,20 45 49.88,-49 20 08.5,10.83,2.13,F8,0.61
102472,20 45 55.92,+08 14 58.6,12.11,2.04,M1,1.571
102495,20 46 18.25,-23 04 47.0,10.73,32.48,K7V,1.2990000000000002
102500,20 46 21.76,+67 57 24.3,10.45,16.88,K3...,0.99
102505,20 46 27.56,-26 51 54.0,10.19,16.64,,
102511,20 46 30.00,+10 18 06.4,11.09,11.06,,0.635
102520,20 46 33.74,+50 04 29.8,10.78,1.17,A0,0.66
102593,20 47 28.35,+12 27 50.6,10.07,1.55,F8III,0.364
102600,20 47 34.29,-16 43 57.2,10.3,8.18,,0.617
102602,20 47 34.58,-14 25 31.2,11.01,9.31,F5,0.589
102606,20 47 35.96,+08 20 09.1,12.25,2.9,K7,1.64
102613,20 47 39.38,-44 05 47.1,10.25,4.53,F5V,0.493
102616,20 47 40.31,+70 55 57.6,10.76,37.39,K6,1.365
102625,20 47 44.95,+29 40 52.5,10.59,2.27,A0,0.08
102628,20 47 47.09,-51 17 46.8,10.43,3.25,G0/G1V,0.53
102634,20 47 48.57,-32 54 45.9,10.57,11.64,,0.8
102679,20 48 24.00,-03 39 46.6,11.76,11.88,,1.364
102682,20 48 25.05,-54 30 40.0,11.9,12.81,M0,1.36
102726,20 48 56.84,-19 01 09.0,10.64,-0.91,C,3.3
102732,20 49 00.84,+31 50 55.8,12.94,-2.73,M6e,1.5
102776,20 49 18.72,-69 28 17.7,10.19,12.95,,0.747
102786,20 49 26.74,+28 39 54.7,10.6,12.9,G5,0.527
102809,20 49 40.87,+26 56 20.8,10.53,20.91,K4,1.0270000000000001
102817,20 49 47.91,-28 28 07.8,10.86,22.62,,1.3559999999999999
102834,20 50 00.24,+10 26 28.8,10.17,8.67,G5,0.795
102849,20 50 08.93,-33 34 37.9,10.2,4.73,F2,0.405
102865,20 50 25.37,-51 58 32.9,11.55,12.39,,0.9
102879,20 50 37.14,+61 36 34.2,10.52,1.55,A2,0.073
102902,20 50 48.34,+22 32 17.9,10.09,1.67,G5,0.747
102911,20 50 57.02,-42 17 40.0,10.03,3.32,G0,0.66
102915,20 50 59.12,+85 52 04.7,11.3,-5.39,,0.419
102974,20 51 46.84,+09 39 57.4,10.15,5.0,K0,0.77
102976,20 51 47.53,+69 05 50.3,13.21,-0.12,M3,1.6059999999999999
102988,20 51 58.54,+62 11 16.2,10.23,14.67,,0.912
103001,20 52 04.36,+63 38 44.4,10.13,3.44,F0,0.377
103014,20 52 14.95,+66 17 02.6,10.52,23.29,K4,1.095
103019,20 52 16.30,-39 59 49.1,10.35,28.49,K5,1.3319999999999999
103039,20 52 33.20,-16 58 29.3,11.41,182.15,,1.653
103047,20 52 40.68,+84 39 31.9,10.98,-0.33,K,1.6
103056,20 52 45.47,-47 55 06.2,10.21,4.73,F5/F6V,0.5870000000000001
103060,20 52 51.48,-29 36 33.4,10.16,2.57,G8V,1.041
103067,20 52 57.26,+42 58 25.7,10.09,9.47,K2,0.988
103069,20 52 59.81,+23 22 16.2,12.4,1.28,M9e,1.5
103106,20 53 25.63,+08 09 52.1,12.25,14.29,K7,1.4
103146,20 53 54.48,+58 53 43.5,10.15,4.56,A5,0.311
103150,20 53 57.34,-02 45 54.1,11.1,29.58,K4:,1.275
103160,20 54 02.23,+07 05 34.6,11.36,0.57,M1,2.79
103161,20 54 02.88,-48 12 51.8,10.69,6.4,G0V-VI,0.503
103165,20 54 05.30,+09 22 33.6,11.27,2.01,M0,1.51
103176,20 54 16.02,-37 55 37.3,10.44,4.79,G0,0.607
103178,20 54 17.51,-35 48 25.6,10.48,-2.74,F5,0.48200000000000004
103180,20 54 18.26,-53 30 08.7,12.07,,M3,1.49
103182,20 54 18.53,-26 37 33.6,10.03,9.01,G5/G6V,0.645
103185,20 54 20.26,+08 11 08.3,11.87,2.51,M3,1.65
103193,20 54 24.07,-29 40 54.4,10.59,9.41,,0.603
103214,20 54 40.36,+29 49 23.8,10.28,1.11,B8,-0.038
103212,20 54 43.46,+21 02 27.6,10.64,13.13,,0.9670000000000001
103235,20 54 51.51,-83 51 14.5,10.05,4.22,F0V,0.46799999999999997
103241,20 54 57.53,+47 32 01.7,10.85,1.51,G0,0.94
103269,20 55 16.71,+42 18 04.1,10.28,14.24,G5,0.59
103303,20 55 41.65,+35 40 13.8,10.82,4.93,G0,0.5379999999999999
103324,20 55 59.28,-59 56 41.6,11.47,35.56,M2,1.46
103329,20 56 02.12,+31 58 27.6,10.26,2.21,M0,1.489
103331,20 56 03.16,+38 50 56.4,11.6,16.77,M1,1.274
103337,20 56 09.15,-13 31 16.9,10.21,1.48,,0.893
103349,20 56 18.91,-12 10 07.6,11.76,20.89,,1.347
103350,20 56 20.07,-32 16 12.0,10.01,0.02,F3IV/V,0.43799999999999994
103364,20 56 28.31,+30 25 40.4,11.24,0.42,F1,0.341
103376,20 56 38.98,+34 59 02.6,10.77,20.3,F8,1.14
103378,20 56 39.20,+19 00 23.9,10.02,2.21,F8,0.62
103379,20 56 39.98,-09 39 16.0,10.26,5.16,,0.525
103388,20 56 46.62,-10 26 44.9,11.38,67.71,M4,1.5630000000000002
103390,20 56 47.37,-44 51 48.9,11.42,17.0,M0,1.594
103393,20 56 48.07,-04 50 47.2,11.87,56.56,M4,1.49
103430,20 57 18.50,-58 10 02.1,10.04,16.1,K2V,0.94
103432,20 57 19.55,+25 45 17.9,10.07,1.69,A0,0.13699999999999998
103433,20 57 20.83,+40 10 39.0,10.01,0.88,F5e-G2I-II,1.83
103441,20 57 24.87,+22 21 47.7,11.98,73.24,M3,1.5330000000000001
103445,20 57 28.57,-35 31 47.8,10.34,1.88,G5,0.71
103463,20 57 42.71,-35 44 47.5,11.03,6.07,F8,0.574
103465,20 57 43.12,-32 47 59.4,10.07,5.58,G2,0.596
103502,20 58 11.29,+40 11 27.2,10.75,25.55,M1,
103539,20 58 36.18,+58 58 33.9,10.1,2.26,A0,0.436
103544,20 58 41.72,+34 16 28.3,11.21,42.8,M2,1.7409999999999999
103564,20 59 00.13,+05 15 54.8,10.79,-3.74,K7,1.551
103567,20 59 03.53,-34 42 35.5,10.35,12.76,G0,0.45299999999999996
103576,20 59 06.64,-16 05 34.7,11.31,29.12,,1.38
103577,20 59 08.36,+03 33 15.8,12.03,31.4,K8,1.4
103583,20 59 16.37,-47 58 59.4,10.59,22.6,K7,1.348
103615,20 59 34.90,+24 18 10.6,10.3,4.22,F8,0.507
103627,20 59 46.33,-04 10 46.9,11.7,8.04,,0.987
103636,20 59 51.22,-58 45 27.9,11.67,31.99,,1.4369999999999998
103655,21 00 04.88,+40 04 15.2,10.12,66.21,M3Ve,1.52
103657,21 00 06.52,-26 33 22.1,10.05,0.52,K,1.337
103672,21 00 21.36,-13 20 03.1,10.3,6.71,,0.797
103702,21 00 51.41,+68 26 41.2,10.2,10.77,G0,0.831
103710,21 00 53.80,-42 08 38.1,10.04,17.74,K0V,1.043
103713,21 00 57.21,-42 01 44.7,11.1,24.07,,1.217
103714,21 00 58.50,-34 08 15.1,10.12,12.81,G0,0.545
103747,21 01 24.93,-75 25 44.3,10.08,6.41,,0.49200000000000005
103755,21 01 28.86,-15 13 45.2,11.23,-2.99,A9.7,0.11199999999999999
103766,21 01 38.38,-00 28 38.7,10.83,27.61,K,1.4069999999999998
103776,21 01 44.01,-44 31 06.5,11.02,17.01,K7,0.988
103780,21 01 49.36,-33 59 04.7,10.31,3.05,F2,0.263
103786,21 01 52.56,-74 29 32.7,10.17,-0.72,A1/A2V,0.2
103789,21 01 54.76,+02 16 43.5,10.2,1.63,M0,1.53
103800,21 01 58.78,-06 19 03.6,11.23,72.37,M3,1.527
103830,21 02 24.92,-42 00 31.8,10.14,5.27,F7V,0.514
103832,21 02 25.78,-38 56 59.9,10.4,25.66,,1.158
103839,21 02 28.89,-53 24 23.6,12.6,2.84,,
103867,21 02 46.96,-64 17 41.0,11.04,24.22,K7V,1.19
103897,21 03 06.30,+29 28 57.7,10.2,7.9,G0,0.637
103910,21 03 14.33,-56 57 51.4,12.88,70.51,M4,1.653
103912,21 03 15.02,-37 27 12.1,10.05,0.96,F2V,0.44
103913,21 03 16.24,+07 04 58.3,10.27,19.76,K2,0.98
103923,21 03 21.83,+18 13 05.4,10.25,9.2,G0,0.625
103937,21 03 35.32,-41 46 03.9,10.91,2.23,F3/F5V,0.408
103972,21 03 58.49,-06 08 22.7,10.49,20.22,M...,0.9590000000000001
103975,21 04 00.02,-33 16 57.6,10.32,7.21,G3V,0.768
103977,21 04 02.67,-46 19 57.4,10.74,9.85,F8,0.77
104001,21 04 14.82,-27 48 24.5,11.39,14.4,,1.1320000000000001
104003,21 04 16.72,-45 09 05.6,10.12,20.84,K1/K2V:,1.089
104005,21 04 17.75,+02 41 24.4,11.13,3.84,M2,1.57
104010,21 04 20.04,+06 16 42.0,10.94,0.7,M4,1.63
104015,21 04 22.50,+23 49 18.1,10.36,-0.03,M3e-M7e,1.5
104021,21 04 27.55,+59 04 21.0,10.02,3.35,B8...,0.38799999999999996
104023,21 04 33.06,-36 01 42.9,12.03,18.58,,1.439
104059,21 04 53.94,-16 57 14.1,11.45,52.26,M3,1.443
104061,21 04 56.57,-44 45 16.0,10.12,5.5,F6/F7V,0.5710000000000001
104078,21 05 09.41,+19 36 11.0,11.61,18.6,K:...,1.244
104079,21 05 10.20,+05 39 35.4,10.91,3.67,K7,1.46
104093,21 05 19.86,+28 07 17.1,12.04,-4.0,,
104096,21 05 23.27,+64 11 34.4,10.5,2.74,K,1.222
104097,21 05 23.38,+14 32 23.5,10.51,19.45,K:,1.15
104124,21 05 40.91,+26 38 29.0,10.75,22.07,K7,1.05
104137,21 05 56.31,+04 25 42.3,12.13,43.63,,1.548
104138,21 05 56.64,+01 51 52.2,10.4,15.09,,0.868
104145,21 06 00.48,-42 28 43.1,10.78,6.42,F8V,0.5379999999999999
104161,21 06 13.53,-15 43 21.5,11.63,7.8,,0.9940000000000001
104167,21 06 20.60,-10 22 54.7,10.05,1.19,A0,0.172
104180,21 06 26.99,+32 27 28.1,10.12,5.84,G5,0.47600000000000003
104192,21 06 35.04,-41 04 24.3,11.09,15.47,K7,1.26
104197,21 06 37.37,+80 47 35.4,10.84,29.85,K5,1.26
104236,21 07 09.06,-43 57 14.9,10.05,4.9,G6IV/V,0.716
104240,21 07 10.71,+15 24 29.4,10.5,,,
104285,21 07 36.66,-23 55 13.4,10.05,0.32,M3/M4e,1.5
104289,21 07 39.14,-47 19 06.2,10.25,14.64,G8,0.679
104335,21 08 07.17,-48 36 16.2,10.63,1.95,F0V:,0.48
104351,21 08 24.90,+05 39 00.7,12.39,21.29,K7V:,1.348
104368,21 08 37.31,+36 23 38.1,11.43,10.02,,
104376,21 08 41.78,-19 59 39.4,10.1,11.23,K2III:,0.995
104384,21 08 46.41,+47 09 25.6,10.79,14.84,K3:,0.95
104397,21 08 58.07,+06 43 18.5,10.28,17.48,F8,0.5720000000000001
104416,21 09 07.72,+19 05 48.2,11.13,-0.38,G5,0.635
104432,21 09 17.00,-13 17 51.6,10.87,82.33,M3,1.49
104446,21 09 28.53,-33 10 51.8,10.3,1.17,F5,0.64
104461,21 09 36.54,-10 00 00.3,10.57,18.13,K3V,1.055
104462,21 09 37.70,+65 31 08.5,10.19,0.11,A0,0.23199999999999998
104473,21 09 48.30,-44 27 40.8,10.12,4.59,F0V,0.36
104488,21 10 00.37,-53 03 16.6,11.65,22.53,M0,1.29
120250,21 10 01.55,-01 51 52.1,10.28,14.36,,0.99
104493,21 10 02.22,-13 10 35.9,10.58,22.07,K5V,1.11
104510,21 10 10.62,+08 04 01.2,10.26,-2.07,A0,-0.083
104512,21 10 12.04,+24 45 49.0,10.41,1.45,B8,0.004
104535,21 10 30.68,+03 07 12.5,10.84,13.67,K3,1.05
104551,21 10 42.46,-17 28 24.7,12.74,5.02,,
104564,21 10 54.38,+49 08 31.4,10.58,0.51,F8,0.9259999999999999
104565,21 10 54.92,+29 25 25.6,11.06,31.55,M1,1.3719999999999999
104581,21 11 05.16,+17 03 41.1,10.09,10.41,G5,0.792
104596,21 11 16.70,+33 31 25.9,11.48,9.67,K:...,1.416
104598,21 11 21.43,-65 37 44.4,10.07,5.91,F5V,0.517
104606,21 11 24.67,+05 29 38.2,11.72,20.68,K7,1.262
104608,21 11 26.42,+13 15 12.0,11.01,3.39,B8,-0.012
104610,21 11 28.45,-05 18 32.8,10.99,29.64,,1.301
104613,21 11 29.96,-45 04 27.7,10.19,1.5,F0V,0.281
104623,21 11 36.45,+05 42 10.1,11.62,4.61,M0,1.7630000000000001
104631,21 11 40.32,-34 51 00.4,10.21,4.48,G2V,0.524
104633,21 11 40.92,-46 36 10.8,10.27,10.36,G6/G8V,0.718
104644,21 11 49.40,-43 36 43.1,11.98,69.76,M1:,1.5859999999999999
104645,21 11 53.82,-45 19 52.1,11.95,,M2,1.4
104646,21 11 53.84,+32 05 53.7,11.31,15.56,,
104649,21 11 54.87,-37 38 00.4,10.18,-0.72,F0V,0.336
104707,21 12 35.46,+69 24 43.7,10.19,3.29,F8,1.111
104723,21 12 50.18,+60 41 44.9,10.52,0.91,A2,0.196
104777,21 13 34.24,-19 19 36.8,11.7,11.85,K4,1.234
104815,21 14 05.83,+14 56 59.4,10.33,19.12,K3,0.95
104856,21 14 27.28,-74 02 47.8,10.04,19.35,M0,0.9
104879,21 14 41.80,+56 16 20.9,10.34,2.0,A7,0.27699999999999997
104888,21 14 48.51,+11 00 33.5,12.32,-2.33,F8:,0.5489999999999999
104930,21 15 17.87,+00 04 35.4,11.54,1.15,F2.5,
104931,21 15 18.47,+03 25 09.5,10.57,-0.23,B5,-0.07200000000000001
104954,21 15 34.86,-44 24 15.4,10.34,1.72,G0,0.8440000000000001
104971,21 15 44.02,-67 39 53.8,10.44,3.5,F5/F6V,0.34
104986,21 15 49.32,-43 11 39.9,11.35,-2.61,,
104992,21 15 52.13,+21 17 48.7,10.17,14.92,K3,0.983
104994,21 15 54.87,+28 57 46.4,10.41,3.5,G5,0.812
105026,21 16 22.70,-30 17 03.0,11.72,-1.97,F5IIvar,
105032,21 16 27.22,+77 12 39.0,10.11,6.23,F5,0.499
105037,21 16 31.73,+45 54 27.9,10.16,2.67,B8,0.09699999999999999
105041,21 16 35.25,-27 45 53.0,10.63,9.14,K7V,1.0390000000000001
105050,21 16 41.48,-01 18 06.6,12.1,-1.28,,1.1
105062,21 16 59.66,-46 03 43.7,10.04,23.81,K2/K3V:,1.079
105065,21 17 01.98,-44 02 20.8,10.65,4.45,F7IV/V,0.597
105087,21 17 17.62,+63 49 46.5,10.47,4.03,A5,0.342
105096,21 17 21.30,+59 59 14.0,10.04,2.54,A2,0.302
105125,21 17 41.75,-59 48 56.5,11.17,11.99,K7,1.18
105136,21 17 54.50,+24 17 27.0,10.41,1.28,K0,1.419
105175,21 18 22.65,-34 56 11.3,10.49,1.2,F2,0.405
105187,21 18 27.51,+66 13 27.7,10.71,10.63,K2V,0.93
105201,21 18 35.79,+06 07 43.5,10.45,7.7,K0,0.848
105220,21 18 45.57,-57 01 34.4,10.22,0.9,F7V,0.54
105230,21 18 55.43,+54 12 51.1,11.97,,DA,0.25
105243,21 19 03.14,-07 52 42.7,10.16,15.49,K2,1.008
105261,21 19 18.40,-00 33 16.6,11.57,24.49,,1.409
105265,21 19 20.44,-35 14 55.2,10.6,5.93,G0,0.635
105270,21 19 22.88,+15 01 30.7,10.66,1.54,F5,0.504
105280,21 19 27.72,+52 19 29.2,10.27,4.14,,
105285,21 19 32.42,-15 07 01.0,11.38,2.97,A6,0.125
105296,21 19 38.13,-32 26 21.9,13.78,,G0V,
105306,21 19 43.46,-50 43 20.6,10.72,5.34,F5,0.68
105314,21 19 47.23,-33 41 02.9,10.22,3.16,F8,0.601
105336,21 20 10.46,-67 39 06.4,10.9,50.15,,1.45
105368,21 20 32.66,-23 36 23.5,10.56,21.08,K7V,1.024
105393,21 20 51.84,-51 02 39.3,10.63,15.21,G5,0.8079999999999999
105440,21 21 23.94,+65 34 20.5,10.39,-0.44,A0,0.02
105457,21 21 38.94,+06 12 19.8,10.08,4.29,F8,0.612
105485,21 21 54.73,+37 27 33.2,11.82,7.96,G2,
105487,21 21 57.55,+23 49 18.5,10.26,3.79,,0.455
105488,21 21 57.61,+27 27 09.0,10.51,10.9,G0,0.53
105496,21 22 00.41,+31 06 02.8,10.67,24.43,K5,1.21
105498,21 22 00.82,-15 09 33.0,10.46,2.93,Md,1.5
105504,21 22 07.81,-10 30 47.8,10.21,20.7,K7V,1.255
105505,21 22 08.11,-38 17 50.6,10.11,1.76,F3V,0.499
105523,21 22 20.51,-65 49 18.0,10.48,1.22,F0,0.43200000000000005
105542,21 22 31.94,+12 37 50.6,10.4,4.68,G5,0.6990000000000001
105556,21 22 41.86,-55 28 15.4,10.43,6.7,G3/G5Vw...,0.7290000000000001
120159,21 22 59.03,-80 04 52.8,13.57,,,1.044
105590,21 23 12.85,-41 15 05.4,10.15,0.56,G0V,0.596
105598,21 23 19.80,-30 15 37.5,10.39,-0.6,G8V:,0.909
105601,21 23 20.71,-34 32 34.4,10.91,-1.97,,0.941
105615,21 23 28.87,+00 50 41.9,10.45,3.9,K0,1.125
105622,21 23 35.21,+46 14 54.6,12.15,-0.37,,2.42
105627,21 23 38.29,-56 33 08.6,10.18,0.66,F6/F7V,0.64
105632,21 23 41.48,-35 41 08.0,10.44,-0.01,F8,0.599
105638,21 23 48.76,-40 42 05.1,12.37,21.01,M4e,1.5
105647,21 23 55.89,-44 16 46.4,10.1,6.49,F3/F5V,0.444
105648,21 23 56.11,-44 23 29.7,11.3,12.93,M1,1.6130000000000002
105679,21 24 17.73,-46 41 34.6,12.45,37.22,M5,1.52
105686,21 24 21.67,-37 51 13.8,12.29,14.27,F8V,0.58
105693,21 24 24.13,+36 33 01.1,10.23,2.94,A0V,0.045
105707,21 24 36.71,+32 07 23.8,11.09,23.06,,
105714,21 24 40.91,-47 39 46.4,10.23,2.76,F2,0.53
105730,21 24 52.29,-61 57 30.5,11.06,-1.91,,0.579
105737,21 24 59.29,-37 15 50.8,10.37,5.1,G2,0.772
105794,21 25 32.58,+58 17 19.2,10.25,3.03,A,0.19899999999999998
105796,21 25 33.09,-43 00 28.1,10.83,3.44,G0,0.63
105848,21 26 18.87,+19 09 25.4,10.42,8.44,,0.642
105849,21 26 19.08,+68 38 58.4,10.6,14.91,,0.797
105863,21 26 27.20,-44 13 24.9,10.7,18.63,K7,1.335
105885,21 26 42.48,+03 44 14.2,10.5,34.92,M1,1.369
105889,21 26 44.03,+28 22 51.9,10.1,2.74,K0,1.545
105916,21 27 04.76,-50 15 51.7,11.17,4.38,F5,0.66
105927,21 27 14.64,+27 40 48.9,11.46,11.65,,
105932,21 27 16.84,-06 50 35.9,11.09,61.57,M0,1.5
105963,21 27 33.15,+34 01 30.2,11.06,33.69,M0:,1.785
105979,21 27 48.33,+67 40 03.6,10.26,12.96,K0,0.7979999999999999
105993,21 28 01.31,-03 07 40.7,10.17,2.11,,0.7190000000000001
106017,21 28 22.80,-29 22 31.5,11.12,2.0,,0.672
106019,21 28 23.79,-43 42 58.5,10.32,2.47,F6V,0.524
106043,21 28 44.44,-47 15 41.6,12.2,26.72,M1,1.42
106047,21 28 47.11,+65 37 08.0,10.43,10.58,K3,0.85
106072,21 29 06.42,+19 29 05.0,10.87,23.38,M0,1.305
106074,21 29 06.95,+12 11 02.8,11.17,19.71,M0,1.06
106087,21 29 22.53,-10 19 25.0,10.22,4.43,F5,0.509
106106,21 29 36.20,+17 38 32.6,10.33,148.29,M4,1.62
106118,21 29 41.48,-49 43 27.1,10.27,5.36,G8V:,0.856
106127,21 29 51.01,+67 00 34.0,10.36,1.26,A0,0.192
106130,21 29 51.62,-55 01 01.1,11.56,20.99,M0,1.38
106172,21 30 21.01,+51 37 28.3,10.97,0.33,,0.65
106175,21 30 21.48,+51 36 36.5,10.27,1.86,,1.89
106177,21 30 22.11,+08 05 58.7,10.31,13.84,K7,1.062
106197,21 30 39.46,+58 38 28.7,10.47,2.6,A5,0.426
106204,21 30 42.46,-24 10 06.0,10.67,22.86,K7V,1.224
106208,21 30 44.67,-30 57 20.8,10.85,18.51,,1.206
106218,21 30 51.06,+36 53 21.4,10.66,20.6,K3,1.03
